"SubscriptionName","SqlServerName","DatabaseName","ResourceGroupName","databaseSkuName","CurrentServiceObjectiveName","Data space allocated","Data space used","Percentage CPU","DTU Limit","DTU Used Average","sql_instance_memory_percent"
"sub-pub-shopping","sql-tst-offerhub-web","master","rsg-tst-offerhub-web","Basic","Basic","0","0","0","0","0","0"
"sub-pub-shopping","sql-tst-offerhub-web","sdb-tst-offerhub-web","rsg-tst-offerhub-web","Basic","Basic","32","26.277","0","5","3.05851373709598E-05","0"
"sub-pub-shopping","sql-tst-profilehub-ids4","sdb-tst-profilehub-ids4","rsg-tst-profilehub-ids4","Standard","S1","512","499.483","0","20","0.000273926093968225","0"
"sub-pub-shopping","sql-tst-profilehub-ids4","master","rsg-tst-profilehub-ids4","System","System0",,,,,,
"ThonShopping","sql-dev-shopping-web1","sdb-dev-shopping-web1-local","rsg-dev-shopping-web1","Standard","S6","71104","19719.452","0","400","0.00898148148148148","0"
"ThonShopping","sql-dev-shopping-web1","master","rsg-dev-shopping-web1","System","System2",,,,,,
"ThonShopping","sql-dev-shopping-web1","sdb-dev-shopping-web1-local_Upgrade","rsg-dev-shopping-web1","Standard","S6","0","0","0","0","0","0"
"ThonShopping","sql-dev-shopping-web1","sdb-dev-shopping-web1","rsg-dev-shopping-web1","Standard","S6","0","0","0","0","0","0"
"ThonShopping","sql-prd-shopping-web1","master","rsg-prd-shopping-web1","System","System2",,,,,,
"ThonShopping","sql-prd-shopping-web1","sdb-prd-shopping-web1","rsg-prd-shopping-web1","Standard","S6","71104","21214.504","0","0","2.06586419753086","0"
"ThonShopping","sql-stg-shopping-web1","sdb-prd-shopping-web1_CopyForStage","rsg-stg-shopping-web1","Standard","S6","0","0","0","0","0","0"
"ThonShopping","sql-stg-shopping-web1","sdb-stg-shopping-web1","rsg-stg-shopping-web1","Standard","S6","0","0","0","0","0","0"
"ThonShopping","sql-stg-shopping-web1","sdb-stg-shopping-web1_Upgrade","rsg-stg-shopping-web1","Standard","S6","71104","20089.329","0","400","1.2843287037037","0"
"ThonShopping","sql-stg-shopping-web1","master","rsg-stg-shopping-web1","System","System2",,,,,,
"ThonShopping","thonshopping-internet-sqlserver","master","ThonShopping-internet-rg","System","System2",,,,,,
"ThonShopping","thonshopping-internet-sqlserver","thonshopping.basedata.stage","ThonShopping-internet-rg","Standard","S4","224","128.532","0","200","0.0669097222222222","0"
"ThonShopping","thonshopping-internet-sqlserver","thonshopping.basedata.test","ThonShopping-internet-rg","Standard","S3","128","99.277","0","100","0.318269675925925","0"
"ThonShopping","thonshopping-internet-sqlserver","thonshopping.basedata.prod","ThonShopping-internet-rg","Standard","S6","240","185.986","0","400","0.137608024691358","0"
"ThonShopping","thonshopping-internet-sqlserver","thonshopping.basedata.dev","ThonShopping-internet-rg","Standard","S3","224","97.449","0","100","0.295700231481481","0"
"tst-ditt-gavekort","sql-tst-ditt-gavekort","master","rsg-tst-ditt-gavekort","System","System2L",,,,,,
"tst-ditt-gavekort","sql-tst-ditt-gavekort","sdb-tst-ditt-gavekort","rsg-tst-ditt-gavekort","GP_S_Gen5","GP_S_Gen5_1","12498.444","12458.814","0","0","0","0"
"tst-thon-miljo-app","sql-tst-thon-miljo-app","master","rsg-tst-thon-miljo-app","System","System0",,,,,,
"tst-thon-miljo-app","sql-tst-thon-miljo-app","sdb-tst-thon_avfall","rsg-tst-thon-miljo-app","Standard","S0","32","27.208","0","10","5.16500842711901E-05","0"
"tst-thon-shopping","sql-tst-thon-shopping-shared","master","rsg-tst-thon-shopping-shared","System","System0",,,,,,
"tst-thon-shopping","sql-tst-thon-shopping-shared","sdb-tst-thon-shopping","rsg-tst-thon-shopping-shared","Standard","S0","32","23.182","0","9.99868697478992","0","0"
"tst-thon-shopping","sql-tst-thon-shopping-shared","sdb-tst-thon-shopping-databank","rsg-tst-thon-shopping-shared","GP_S_Gen5","GP_S_Gen5_1","32","0","0","0","0","0"
